m:Label,m:Query,m:Urlno,F_BASIC_WEI,F_CLICK_BASIC_WEI,F_TERM_URL_DWELL,F_SATCLICK_BASIC_WEI,F_DWELLING_BASIC_WEI,F_QUALITY_WEI,F_LINK_WEI,F_IS_ENG,F_CLICK_NEED,F_IS_ANTISPAM_PUNISH,F_PAGERANK,F_IS_OTHER,F_VALIDITY_WEI,F_IS_SITE_RESULT,F_NEWQUALITY,F_SITE_DIR_URL,F_IS_BAIKE_PAGE,F_IS_ZHIDAO_PAGE,F_IS_WENKU_PAGE,F_IS_WENWEN_PAGE,F_DICT_VIDEO_SITE,F_DICT_SOBAR_PV,F_SOBAR_PV,F_IMAGE_NUM_MAIN,F_IMAGE_NUM_THUMBNAIL,F_NEWS_PAGE,F_BLOG_PAGE,F_NOVEL_PAGE,F_SUBJECT_PAGE,F_BUSINESS_PAGE,F_INDEX_PAGE,F_AUTHOR_SITE_BELIEF,F_FIELD_MATCH_WEI,F_FIELD_DANEEDS_MATCH,F_FIELDMATCH_QTAG_SPTAG_SQRT,F_FIELDMATCH_QTAGBIG_SPTAGBIG_SQRT,IS_NAV,F_QUERY_ANCHOR_MATCH_RATE,F_SORTED_INFO_SITE_TYPE,F_LOWQUALITY_BUSINESS_SITE,F_EDITOR_LEVEL,F_QUERY_URLSTRING_MATCH,F_FRESH_PAGERANK,F_OSP_DOT,F_OSP_HIT_NUM,F_OSP_HIT_RATIO,F_OSP_IS_OFFICIAL_URL,F_CM_DOC_LASTCLICK_RATE,F_CM_DOC_NAVCLICK_RATE,F_CM_DOC_CTR,F_CM_DOC_SKIP_PROB,F_CM_SATISFY_DEGREE,F_CM_CLICK_RATIO,F_CM_SATISFY_RATIO,F_CM_SKIP_RATIO,F_CM_BOTHSIDE_CLICK_RATIO,F_CM_NEXT_CLICK_RATIO,F_CM_LONG_CLICK_QU,F_CM_LONG_CLICK_Q,F_CM_CLICK_NEED_NEW,F_CM_CLICK_NEED_LOG,F_CM_CLICK_COUNT,F_CM_EXAM_COUNT,F_CM_LTR_CLICK_MODEL,F_CLICK_RANDOMWALK,F_ACC_SATISFY_RATE,F_ACC_CLICK_NEED,F_CLICK_QUERY_MATCH_RATIO,F_CLICK_QUERY_ADD_WEIGHT,F_CLICK_QUERY_COVER_ALL_COUNT,F_IS_ORIGINAL_PAGE,F_SITE_CLICKQUERY_MATCH_VALUE,F_LOC_LOC,F_REPEAT_CLICK,F_DWELLING_TIME,F_GENTIME_QU_DAY,F_GENTIME_QU_A,F_GENTIME_TIMETRUST,F_GENTIME_PAGETIME,O_AT_TERM_COUNT,O_QUERY_SEARCH,O_QUERY_CLICK,O_QUERY_SATISFY,O_OSP_IS_OFFICIAL_QUERY,O_AVG_BASICWEI,O_AVG_AUTHORWEI,F_GG_POS,F_GENTIME_URL_YEAR,m:Url
0,"......Ðí¾Ã,ÓÖ°ºÆðÍ·À´,Ïë×ÅÌì±ßÄÇÂÖ»ðºìµÄ³¯Ñô,Å·¡ª¡ªÅ·¡ª¡ª·¢³öÕð¶úÓûÁûµÄºð½Ð	3418940	326	398794	0	468148	227298	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	369	0	0	3	0	0	0	0	0	0	255	255	255	255	255	255	255	255	255	255	0	0	0	0	0	0	0	10000	255	255	0	0	0	0	0	0	10000	80	-1	-1	1	565833600	30	-1	-1	-1	0	146	0	0	0	http://www.scjyj.gov.cn/xxgenc/InfoDetail/?InfoID=32b6ed4d-2d53-4b83-b5eb-87a44a6c4dd5&CategoryNum=004001
1	......Ðí¾Ã,ÓÖ°ºÆðÍ·À´,Ïë×ÅÌì±ßÄÇÂÖ»ðºìµÄ³¯Ñô,Å·¡ª¡ªÅ·¡ª¡ª·¢³öÕð¶úÓûÁûµÄºð½Ð",3223574,278,361165,0,453403,210206,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,334,0,0,3,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,10000,255,255,0,0,0,0,0,0,10000,80,-1,-1,1,567388800,30,-1,-1,-1,0,146,0,0,0,http://www.tatsedu.net/html/xueke/jiaoxueanli/20121224/30422.html
0,"......Ðí¾Ã,ÓÖ°ºÆðÍ·À´,Ïë×ÅÌì±ßÄÇÂÖ»ðºìµÄ³¯Ñô,Å·¡ª¡ªÅ·¡ª¡ª·¢³öÕð¶úÓûÁûµÄºð½Ð	2698610	225	352994	0	468466	227545	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	0	0	260	0	0	3	0	0	0	0	0	0	255	255	255	255	255	255	255	255	255	255	0	0	0	0	0	0	0	10000	255	255	0	0	0	1	0	0	10000	80	-1	-1	1	564710400	30	-1	-1	-1	0	146	0	0	0	http://www.worlduc.com/blog2012.aspx?bid=12108706
2	......Ðí¾Ã,ÓÖ°ºÆðÍ·À´,Ïë×ÅÌì±ßÄÇÂÖ»ðºìµÄ³¯Ñô,Å·¡ª¡ªÅ·¡ª¡ª·¢³öÕð¶úÓûÁûµÄºð½Ð",3128619,198,353827,0,466322,221903,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,27,0,0,260,0,0,3,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,10000,255,255,0,0,0,0,0,0,10000,80,-1,-1,0,567216000,30,-1,-1,-1,0,146,0,0,0,http://www.ywkt.com/ArticleShow.asp?ArticleID=30900
0,"......Ðí¾Ã,ÓÖ°ºÆðÍ·À´,Ïë×ÅÌì±ßÄÇÂÖ»ðºìµÄ³¯Ñô,Å·¡ª¡ªÅ·¡ª¡ª·¢³öÕð¶úÓûÁûµÄºð½Ð	3000768	339	413907	0	481264	233134	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	371	0	0	3	0	0	0	0	0	0	255	255	255	255	255	255	255	255	255	255	0	0	0	0	0	0	0	10000	255	255	0	0	0	0	0	0	10000	92	-1	-1	1	533606400	30	-1	-1	-1	0	146	0	0	1	http://www.zjsyxx.com/ourbj/readblog.asp?titleid=135300
0	......Ðí¾Ã,ÓÖ°ºÆðÍ·À´,Ïë×ÅÌì±ßÄÇÂÖ»ðºìµÄ³¯Ñô,Å·¡ª¡ªÅ·¡ª¡ª·¢³öÕð¶úÓûÁûµÄºð½Ð",3162720,294,323297,4,531409,219270,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,72,0,0,230,0,0,1,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,10000,255,255,76,0,0,0,0,0,10000,154,-1,-1,1,502502400,30,-1,-1,-1,0,146,0,0,2,http://zhidao.baidu.com/question/203174851.html
0,"......Ðí¾Ã,ÓÖ°ºÆðÍ·À´,Ïë×ÅÌì±ßÄÇÂÖ»ðºìµÄ³¯Ñô,Å·¡ª¡ªÅ·¡ª¡ª·¢³öÕð¶úÓûÁûµÄºð½Ð	3184818	89	174614	0	534947	224303	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	72	0	0	112	0	0	1	0	0	0	0	0	0	255	255	255	255	255	255	255	255	255	255	0	0	0	0	0	0	0	10000	255	255	0	0	0	0	0	0	10000	34	-1	-1	1	534816000	30	-1	-1	-1	0	146	0	0	1	http://zhidao.baidu.com/question/354242755.html
1	/etc/profile"" e212: can't open file for writing",847160,338,365476,126,501526,234061,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,153,0,0,3,0,0,0,0,0,0,97,15,133,89,255,255,255,255,255,255,0,0,0,0,0,0,0,10000,45,29,4725,507,0,0,0,0,10000,45,-1,-1,1,289094400,13,-1,-1,-1,0,72,0,0,8,http://bbs.chinaunix.net/thread-2256912-1-1.html
0,/etc/profile e212: can't open file for writing,1341548,220,281352,155,486479,231083,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,653,0,0,0,0,152,0,0,3,0,0,0,0,0,0,111,49,127,100,255,255,255,255,255,255,0,0,0,0,0,0,0,10000,255,255,4055,319,0,0,0,0,10000,73,-1,-1,1,523324800,13,-1,-1,-1,0,72,0,0,2,http://bbs.csdn.net/topics/370101913
0,/etc/profile e212: can't open file for writing,1508791,181,294447,213,497130,204953,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,195,0,0,1,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,10000,255,255,29,0,0,0,0,0,10000,92,-1,-1,1,534816000,13,-1,-1,-1,0,72,0,0,1,http://bbs.weiphone.com/read-htm-tid-3352466-page-5.html
0,/etc/profile e212: can't open file for writing,112394,269,380969,70,477978,229573,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,1,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,10000,255,255,2990,225,0,1,0,0,10000,75,-1,-1,1,507168000,13,-1,-1,-1,0,72,0,0,2,http://blog.163.com/chen_dawn/blog/static/1125063201102755642486/
0,/etc/profile e212: can't open file for writing,2045187,215,313908,128,478133,228900,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,1,0,0,0,0,0,0,116,72,133,100,255,255,255,255,255,255,0,0,0,0,0,0,0,10000,255,255,3532,86,0,1,0,0,10000,327,-1,-1,1,576028800,13,-1,-1,-1,0,72,0,0,0,http://blog.163.com/cheng530530/blog/static/21433963201333382671/
0,/etc/profile e212: can't open file for writing,388584,156,263373,132,456351,212063,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,1,0,0,0,0,0,0,124,50,125,88,255,255,255,255,255,255,0,0,0,0,0,0,0,10000,255,255,2381,78,0,0,0,0,10000,202,-1,-1,1,459043200,13,-1,-1,-1,0,72,0,0,4,http://blog.163.com/jesserei/blog/static/121411689200961911422191/
2,/etc/profile e212: can't open file for writing,238815,355,382425,173,492162,220531,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,1,0,0,0,0,0,0,126,59,172,69,255,255,255,255,255,255,0,0,0,0,0,0,0,10000,57,39,5971,654,0,1,0,0,10000,160,-1,-1,1,564624000,13,-1,-1,-1,0,72,0,0,1,http://blog.163.com/njut_wangjian/blog/static/165796425201210229192419/
